datetime,Open,High,Low,Close,Volume,Adj Close
2025-08-08,20.0,20.020000457763672,19.610000610351562,19.950000762939453,75415000.0,19.950000762939453
2025-08-11,20.450000762939453,21.600000381469727,20.440000534057617,20.649999618530273,175545600.0,20.649999618530273
2025-08-12,21.200000762939453,21.860000610351562,20.760000228881836,21.809999465942383,134153600.0,21.809999465942383
2025-08-13,21.6200008392334,22.299999237060547,21.360000610351562,22.219999313354492,86024400.0,22.219999313354492
2025-08-14,21.989999771118164,24.200000762939453,21.899999618530273,23.860000610351562,188052500.0,23.860000610351562
2025-08-15,25.010000228881836,25.649999618530273,24.110000610351562,24.559999465942383,310161100.0,24.559999465942383
2025-08-18,24.0,24.899999618530273,23.209999084472656,23.65999984741211,212515600.0,23.65999984741211
2025-08-19,24.940000534057617,26.530000686645508,24.940000534057617,25.309999465942383,297659200.0,25.309999465942383
2025-08-20,24.899999618530273,24.93000030517578,23.329999923706055,23.540000915527344,161149400.0,23.540000915527344
2025-08-21,23.530000686645508,23.56999969482422,22.780000686645508,23.5,97718300.0,23.5
2025-08-22,23.649999618530273,25.229999542236328,23.649999618530273,24.799999237060547,200266800.0,24.799999237060547
2025-08-25,25.5,25.8799991607666,24.440000534057617,24.549999237060547,156825600.0,24.549999237060547
2025-08-26,24.579999923706055,24.739999771118164,24.100000381469727,24.350000381469727,78558200.0,24.350000381469727
2025-08-27,24.190000534057617,24.989999771118164,24.049999237060547,24.850000381469727,90934400.0,24.850000381469727
2025-08-28,24.959999084472656,25.139999389648438,24.610000610351562,24.93000030517578,60035100.0,24.93000030517578
2025-08-29,24.760000228881836,24.969999313354492,24.280000686645508,24.350000381469727,63734400.0,24.350000381469727
2025-09-02,23.8799991607666,24.239999771118164,23.68000030517578,24.209999084472656,57661800.0,24.209999084472656
2025-09-03,24.09000015258789,24.09000015258789,23.719999313354492,24.0,47822900.0,24.0
2025-09-04,23.850000381469727,24.639999389648438,23.75,24.610000610351562,59056500.0,24.610000610351562
2025-09-05,24.600000381469727,24.709999084472656,24.170000076293945,24.489999771118164,55975300.0,24.489999771118164
2025-09-08,24.479999542236328,24.739999771118164,24.1200008392334,24.479999542236328,51122100.0,24.479999542236328
2025-09-09,24.530000686645508,24.809999465942383,24.270000457763672,24.440000534057617,42146200.0,24.440000534057617
2025-09-10,24.420000076293945,24.8700008392334,24.280000686645508,24.770000457763672,61600700.0,24.770000457763672
2025-09-11,24.760000228881836,24.93000030517578,24.56999969482422,24.610000610351562,55536900.0,24.610000610351562
2025-09-12,24.610000610351562,24.6299991607666,24.049999237060547,24.079999923706055,52672800.0,24.079999923706055
2025-09-15,24.329999923706055,25.459999084472656,24.219999313354492,24.770000457763672,83951600.0,24.770000457763672
2025-09-16,24.81999969482422,25.34000015258789,24.690000534057617,25.270000457763672,60336600.0,25.270000457763672
2025-09-17,25.079999923706055,25.260000228881836,24.450000762939453,24.899999618530273,63093700.0,24.899999618530273
2025-09-18,31.780000686645508,32.380001068115234,30.15999984741211,30.56999969482422,523908000.0,30.56999969482422
2025-09-19,30.3799991607666,30.6299991607666,29.329999923706055,29.579999923706055,225702900.0,29.579999923706055
2025-09-22,29.670000076293945,30.100000381469727,28.729999542236328,28.760000228881836,130314500.0,28.760000228881836
2025-09-23,28.989999771118164,30.200000762939453,28.81999969482422,29.34000015258789,126317900.0,29.34000015258789
2025-09-24,29.3799991607666,31.700000762939453,29.229999542236328,31.219999313354492,164458500.0,31.219999313354492
2025-09-25,31.610000610351562,34.25,31.209999084472656,33.9900016784668,295709300.0,33.9900016784668
2025-09-26,35.02000045776367,36.29999923706055,34.4900016784668,35.5,268583300.0,35.5
2025-09-29,34.52000045776367,35.04999923706055,33.72999954223633,34.47999954223633,152605900.0,34.47999954223633
2025-09-30,33.93000030517578,34.2400016784668,33.02000045776367,33.54999923706055,124818400.0,33.54999923706055
2025-10-01,33.529998779296875,36.060001373291016,33.5,35.939998626708984,162649700.0,35.939998626708984
2025-10-02,35.7599983215332,37.56999969482422,35.439998626708984,37.29999923706055,149361700.0,37.29999923706055
2025-10-03,37.95000076293945,38.08000183105469,36.45000076293945,36.83000183105469,125359300.0,36.83000183105469
2025-10-06,37.189998626708984,38.68000030517578,36.43000030517578,36.59000015258789,112086100.0,36.59000015258789
2025-10-07,36.63999938964844,38.04999923706055,36.349998474121094,37.16999816894531,111140200.0,37.16999816894531
2025-10-08,36.54999923706055,37.790000915527344,35.90999984741211,37.43000030517578,103202100.0,37.43000030517578
2025-10-09,37.529998779296875,38.099998474121094,36.86000061035156,37.79999923706055,89884700.0,37.79999923706055
