Date,Adj Close,Close,High,Low,Open,Volume,returns,log_returns,sma_20,sma_50,ema_12,ema_26,volatility_20,atr,volume_sma_20,volume_ratio,high_low_ratio,close_open_ratio
2023-01-06,31.6200008392334,31.6200008392334,32.83000183105469,28.729999542236328,30.0,3841600,1.2455920749495233,1.2134048562441704,0.28314198122211826,0.10749427093787933,0.2446688155071918,0.2162168431644911,0.2108837355719245,1.562215061924239,-0.5279197138063128,1.7796986968437911,3.4117720778708094,1.3930068546956786
2023-01-09,33.40999984741211,33.40999984741211,34.25,30.049999237060547,31.989999771118164,4722900,1.3393667363155621,1.3022538547462197,0.2871531767067972,0.11150228744265536,0.2494315477406607,0.21937038163021672,0.3070382741406504,1.6875556363613056,-0.4804429037262165,2.293699990352073,3.307816824435261,1.151178725234995
2023-01-10,33.43000030517578,33.43000030517578,34.59000015258789,32.5099983215332,33.40999984741211,2619200,0.030572446169994456,0.03054991017530829,0.28655810813611376,0.11694560712032206,0.2535965796644693,0.2223484761467425,0.15326310417925462,1.5540410155781377,-0.47636052806534335,0.5245912951328702,0.6289626514404766,0.04936395211934231
2023-01-11,33.150001525878906,33.150001525878906,34.18000030517578,31.399999618530273,33.86000061035156,2566300,-0.1791276440413979,-0.17980331222075058,0.28677850857382076,0.12249725231293966,0.2552265717992582,0.22415861364304446,0.14131933464486604,1.6158028444413186,-0.4520166524202995,0.41254883719508717,1.4969038823787315,-0.49329522688007926
2023-01-12,34.369998931884766,34.369998931884766,34.400001525878906,32.70000076293945,33.20000076293945,1686300,0.8765336181205626,0.8604106031502397,0.2861393599155962,0.12970987553452568,0.26485828271680556,0.22991837252128364,0.10257969359310516,1.5613071232819045,-0.4649159464336594,-0.2716508010921018,0.20505742296194915,0.9210049454819736
2023-01-13,32.97999954223633,32.97999954223633,34.150001525878906,31.959999084472656,33.9900016784668,1809200,-0.9284174617975225,-0.9473003161243218,0.2807396710993231,0.13610103615046706,0.26360552144690763,0.2305860887872791,0.1401337212464879,1.522251729410031,-0.46985626998448726,-0.16130828247058282,0.7895403635117182,-0.7133554583382729
2023-01-17,31.549999237060547,31.549999237060547,33.38999938964844,31.239999771118164,33.15999984741211,2669400,-0.9965873085120294,-1.0183951089268883,0.27423800531676634,0.14157143591553967,0.25287276416011806,0.22642194831085813,0.18084717950387746,1.538600341815252,-0.4640152594421756,0.5297861928367538,0.8001013904900395,-1.1873372537648343
2023-01-18,33.47999954223633,33.47999954223633,34.849998474121094,32.099998474121094,32.349998474121094,3854000,1.4459900731462458,1.4028675618444182,0.2735106964834592,0.1483146514419642,0.25684614011206786,0.2290205135283124,0.3123290595515297,1.6848309542459383,-0.48860923797764905,1.6042404000860362,1.3956244206082686,0.9131942808706165
2023-01-19,32.68000030517578,32.68000030517578,33.779998779296875,32.099998474121094,33.47999954223633,1196400,-0.5417594576763495,-0.5480976733681969,0.2683093638574139,0.15444402812291871,0.254796947125355,0.22875243378385843,0.2804784721419329,1.6575830936662312,-0.5152515275271472,-0.6018329864654997,0.2173819910009176,-0.5669212395093094
2023-01-20,34.36000061035156,34.36000061035156,34.72999954223633,32.90999984741211,33.09000015258789,1804700,1.2178105507610726,1.187017548447724,0.2697198930290701,0.16208995168253315,0.2644264704105552,0.2341057636733066,0.3268023678361089,1.6285183163758195,-0.5097160224142844,-0.08091023129724369,0.3222174358615547,0.9999930131261697
2023-01-23,35.22999954223633,35.22999954223633,35.470001220703125,33.81999969482422,34.59000015258789,1710000,0.6082318255017064,0.6003951436096783,0.26919094038599045,0.17024138857266669,0.27845895752658784,0.241952578119353,0.25585301078691447,1.682105925655226,-0.5127869060056353,-0.15677570142262023,0.0919445478070357,0.4998450540199423
