datetime,symbol,month,open,high,low,close,volume
2020-02-10 09:30:00,SPY,2020-02,331.23001,332.39999,331.19,332.38,4243109
2020-02-10 09:45:00,SPY,2020-02,332.3822,332.79001,332.034698,332.78,1993757
2020-02-10 10:00:00,SPY,2020-02,332.78909,333.040009,332.73999,332.83499,1698012
2020-02-10 10:15:00,SPY,2020-02,332.82999,333.35001,332.82999,333.31,1632657
2020-02-10 10:30:00,SPY,2020-02,333.31,333.70001,333.20999,333.495,1389987
2020-02-10 10:45:00,SPY,2020-02,333.495,333.67999,333.26001,333.32501,952491
2020-02-10 11:00:00,SPY,2020-02,333.32001,333.5,333.13,333.25,2489446
2020-02-10 11:15:00,SPY,2020-02,333.25119,333.48001,333.19501,333.42499,611680
2020-02-10 11:30:00,SPY,2020-02,333.44,333.54999,333.25201,333.35001,755427
2020-02-10 11:45:00,SPY,2020-02,333.35999,333.70819,333.28,333.38,1079507
2020-02-10 12:00:00,SPY,2020-02,333.37,333.38,333.070007,333.26501,977789
2020-02-10 12:15:00,SPY,2020-02,333.26999,333.2756,333.029999,333.14999,846172
2020-02-10 12:30:00,SPY,2020-02,333.14999,333.21509,332.88,333.10001,615727
2020-02-10 12:45:00,SPY,2020-02,333.10001,333.20999,332.95999,333.049988,622288
2020-02-10 13:00:00,SPY,2020-02,333.049988,333.29001,333.0,333.23499,530093
2020-02-10 13:15:00,SPY,2020-02,333.2489,333.34,333.14999,333.20999,1216193
2020-02-10 13:30:00,SPY,2020-02,333.20001,333.36929,333.17499,333.26001,438658
2020-02-10 13:45:00,SPY,2020-02,333.25,333.35001,333.10999,333.19,707730
2020-02-10 14:00:00,SPY,2020-02,333.19501,333.22501,333.015015,333.16501,754585
2020-02-10 14:15:00,SPY,2020-02,333.17001,333.39001,333.17001,333.37,408306
2020-02-10 14:30:00,SPY,2020-02,333.379,333.48999,333.3201,333.44,701258
2020-02-10 14:45:00,SPY,2020-02,333.44,333.82001,333.42001,333.79999,918440
2020-02-10 15:00:00,SPY,2020-02,333.79999,334.17999,333.76999,334.029999,1517121
2020-02-10 15:15:00,SPY,2020-02,334.029999,334.20001,333.92999,334.14999,1784259
2020-02-10 15:30:00,SPY,2020-02,334.14999,334.19,333.91,334.12009,1545633
2020-02-10 15:45:00,SPY,2020-02,334.13,334.72,333.98999,334.685,4775359
2020-02-11 09:30:00,SPY,2020-02,336.16,336.25,335.51001,336.13,4214820
2020-02-11 09:45:00,SPY,2020-02,336.12289,336.29001,336.0050049,336.011414,1944066
2020-02-11 10:00:00,SPY,2020-02,336.01001,336.81,336.01001,336.80511,2555861
2020-02-11 10:15:00,SPY,2020-02,336.79999,336.97,336.69009,336.89001,2915871
2020-02-11 10:30:00,SPY,2020-02,336.89999,337.019989,336.62,336.88,4054217
2020-02-11 10:45:00,SPY,2020-02,336.87,336.92999,336.44,336.54999,2726204
2020-02-11 11:00:00,SPY,2020-02,336.55499,336.70999,336.38,336.39999,2383450
2020-02-11 11:15:00,SPY,2020-02,336.38,336.62,336.23001,336.28,1035635
2020-02-11 11:30:00,SPY,2020-02,336.285,336.29999,335.62,336.059998,2625452
2020-02-11 11:45:00,SPY,2020-02,336.062012,336.13,335.76001,335.85831,1178248
2020-02-11 12:00:00,SPY,2020-02,335.85001,336.059998,335.76001,335.92999,766936
2020-02-11 12:15:00,SPY,2020-02,335.92001,336.23001,335.91,336.10541,889961
2020-02-11 12:30:00,SPY,2020-02,336.10999,336.22,335.98999,336.10001,522177
2020-02-11 12:45:00,SPY,2020-02,336.095001,336.29999,335.98999,336.29001,690448
2020-02-11 13:00:00,SPY,2020-02,336.28,336.48001,336.22,336.39001,707912
2020-02-11 13:15:00,SPY,2020-02,336.38,336.39999,336.12,336.20001,735709
2020-02-11 13:30:00,SPY,2020-02,336.20999,336.32999,336.065002,336.17001,629163
2020-02-11 13:45:00,SPY,2020-02,336.16,336.19,335.62,335.87,1618287
2020-02-11 14:00:00,SPY,2020-02,335.87,335.9241,335.435,335.6268,1376584
2020-02-11 14:15:00,SPY,2020-02,335.62,335.78,335.29001,335.59,1399625
2020-02-11 14:30:00,SPY,2020-02,335.59,335.91,335.48999,335.85999,2106427
2020-02-11 14:45:00,SPY,2020-02,335.87,335.91,335.42999,335.5,1473414
2020-02-11 15:00:00,SPY,2020-02,335.51001,335.685,334.92001,334.95999,2135476
2020-02-11 15:15:00,SPY,2020-02,334.97,335.32001,334.75,335.31,2946677
2020-02-11 15:30:00,SPY,2020-02,335.31,335.59,335.10001,335.51001,1676161
2020-02-11 15:45:00,SPY,2020-02,335.51001,335.57999,335.01001,335.28,4004946
2020-02-12 09:30:00,SPY,2020-02,336.82999,337.28,336.72,336.98001,4696605
