datetime,symbol,month,open,high,low,close,volume
2020-02-13 13:30:00,IWM,2020-02,168.45,168.66,168.42,168.57001,195363
2020-02-13 13:45:00,IWM,2020-02,168.58,168.71001,168.53999,168.685,198620
2020-02-13 14:00:00,IWM,2020-02,168.67,168.89,168.61,168.84,960854
2020-02-13 14:15:00,IWM,2020-02,168.84,168.92999,168.72,168.74001,604877
2020-02-13 14:30:00,IWM,2020-02,168.75,168.88,168.69,168.80499,397431
2020-02-13 14:45:00,IWM,2020-02,168.81,168.95,168.71001,168.86,414300
2020-02-13 15:00:00,IWM,2020-02,168.86,168.91969,168.57001,168.58,725438
2020-02-13 15:15:00,IWM,2020-02,168.58,168.72501,168.58,168.64,300026
2020-02-13 15:30:00,IWM,2020-02,168.63,168.675,168.37,168.3931,684486
2020-02-13 15:45:00,IWM,2020-02,168.39,168.61,168.31,168.53999,1138897
2020-02-14 09:30:00,IWM,2020-02,168.7119,168.78,168.12,168.28999,933658
2020-02-14 09:45:00,IWM,2020-02,168.28999,168.52,168.28999,168.35001,963866
2020-02-14 10:00:00,IWM,2020-02,168.14999,168.17,167.94501,167.99001,557464
2020-02-14 10:15:00,IWM,2020-02,167.985,168.265,167.92999,168.089996,637449
2020-02-14 10:30:00,IWM,2020-02,168.070007,168.17,167.955,167.99001,256830
2020-02-14 10:45:00,IWM,2020-02,167.94501,168.2,167.86,168.17999,294735
2020-02-14 11:00:00,IWM,2020-02,168.17,168.30499,168.11501,168.26089,520248
2020-02-14 11:15:00,IWM,2020-02,168.27499,168.41499,168.25999,168.31,386777
2020-02-19 14:15:00,IWM,2020-02,168.685,168.81,168.67999,168.81,116277
2020-02-19 14:30:00,IWM,2020-02,168.8,169.0099945,168.75,169.0099945,291766
2020-02-19 14:45:00,IWM,2020-02,169.0099945,169.14,168.92,168.97639,1511674
2020-02-19 15:00:00,IWM,2020-02,168.98,169.020004,168.75999,168.78999,326728
2020-02-19 15:15:00,IWM,2020-02,168.78461,168.86,168.75,168.81799,330914
2020-02-19 15:30:00,IWM,2020-02,168.82001,168.86,168.69,168.72,578781
2020-02-19 15:45:00,IWM,2020-02,168.715,168.75999,168.33,168.38,1426561
2020-02-20 09:30:00,IWM,2020-02,167.89999,168.53999,167.84,168.41499,939618
2020-02-20 09:45:00,IWM,2020-02,168.39999,168.89,168.25,168.77,520850
2020-02-20 10:00:00,IWM,2020-02,168.77,168.95,168.7,168.95,324342
2020-02-20 10:15:00,IWM,2020-02,168.9509,169.105,168.86,168.97501,673302
2020-02-20 10:30:00,IWM,2020-02,168.97501,169.059998,168.88,168.94901,810630
2020-02-20 10:45:00,IWM,2020-02,168.95,169.0,168.83,168.9502,325216
2020-02-20 11:00:00,IWM,2020-02,168.952,169.050003,168.52,168.52,445749
2020-02-20 11:15:00,IWM,2020-02,168.52,168.52,167.49001,167.53999,806053
2020-02-20 11:30:00,IWM,2020-02,167.54849,167.7,166.60001,167.36,2540170
2020-02-20 11:45:00,IWM,2020-02,167.375,167.72,166.91,167.39999,1013720
2020-02-20 12:00:00,IWM,2020-02,167.39999,167.60001,166.98,167.52,695065
2020-02-20 12:15:00,IWM,2020-02,167.50999,167.58,167.23,167.33,583479
2020-02-20 12:30:00,IWM,2020-02,167.31,167.77,167.255,167.63499,934858
2020-02-20 12:45:00,IWM,2020-02,167.62,168.020004,167.53999,167.98,351047
2020-02-20 13:00:00,IWM,2020-02,167.97,168.36,167.82001,168.31,580299
2020-02-20 13:15:00,IWM,2020-02,168.31081,168.35001,168.00030518,168.23,223303
2020-02-20 13:30:00,IWM,2020-02,168.22,168.455,168.13,168.24001,578671
2020-02-20 13:45:00,IWM,2020-02,168.23,168.47,168.2,168.36,634194
2020-02-20 14:00:00,IWM,2020-02,168.37,168.81,168.37,168.62,387505
2020-02-20 14:15:00,IWM,2020-02,168.64,168.82001,168.59,168.67,227466
2020-02-20 14:30:00,IWM,2020-02,168.67,169.0099945,168.64999,168.8,658165
2020-02-20 14:45:00,IWM,2020-02,168.81,168.88,168.64999,168.72,523256
2020-02-20 15:00:00,IWM,2020-02,168.74001,168.75,168.38,168.42999,438942
2020-02-20 15:15:00,IWM,2020-02,168.42,168.75,168.35001,168.72,488533
2020-02-20 15:30:00,IWM,2020-02,168.72,168.83,168.66,168.77,561474
2020-02-20 15:45:00,IWM,2020-02,168.77,168.95,168.53,168.81,1529591
2020-02-21 09:30:00,IWM,2020-02,168.14999,168.44,167.34,167.57001,1753705
2020-02-21 09:45:00,IWM,2020-02,167.56,167.565,166.94,167.12,1643071
2020-02-21 10:00:00,IWM,2020-02,167.125,167.14999,166.74001,166.78999,998700
2020-02-21 10:15:00,IWM,2020-02,166.78999,167.31,166.72,167.0,917260
2020-02-21 10:30:00,IWM,2020-02,167.0050049,167.014999,166.42,166.48,873878
2020-02-21 10:45:00,IWM,2020-02,166.49001,167.0,166.33,166.98,695361
2020-02-21 11:00:00,IWM,2020-02,166.998,167.28,166.88,167.23,636663
2020-02-21 11:15:00,IWM,2020-02,167.23,167.48,167.14,167.38499,454010
2020-02-21 11:30:00,IWM,2020-02,167.373,167.53999,167.373,167.52,353455
2020-02-21 11:45:00,IWM,2020-02,167.53,167.71001,167.42,167.60001,283562
2020-02-21 12:00:00,IWM,2020-02,167.61,167.87,167.575,167.64,243854
2020-02-21 12:15:00,IWM,2020-02,167.64,167.77,167.57001,167.67,220938
2020-02-21 12:30:00,IWM,2020-02,167.67101,167.7,167.535,167.62,452981
2020-02-21 12:45:00,IWM,2020-02,167.63,167.655,167.42,167.535,339816
2020-02-21 13:00:00,IWM,2020-02,167.53999,167.69,167.38,167.39,301823
2020-02-21 13:15:00,IWM,2020-02,167.39,167.67,167.39,167.42999,464737
2020-02-21 13:30:00,IWM,2020-02,167.42,167.4599,167.089996,167.2,330988
2020-02-21 13:45:00,IWM,2020-02,167.1954,167.2399,166.82001,167.020004,381134
2020-02-21 14:00:00,IWM,2020-02,167.0099945,167.2,166.91,166.97,1114990
2020-02-21 14:15:00,IWM,2020-02,166.98,167.039993,166.755,167.020004,550193
2020-02-21 14:30:00,IWM,2020-02,167.029999,167.11501,166.81,166.97,646383
2020-02-21 14:45:00,IWM,2020-02,166.98,167.089996,166.85001,166.94,415085
2020-02-21 15:00:00,IWM,2020-02,166.94,167.016693,166.66,166.98,344910
2020-02-21 15:15:00,IWM,2020-02,166.98,167.0050049,166.86,166.925,409915
2020-02-21 15:30:00,IWM,2020-02,166.91,167.039993,166.83,166.94,785403
2020-02-21 15:45:00,IWM,2020-02,166.95,167.28,166.94501,167.059998,1867286
2020-02-24 09:30:00,IWM,2020-02,161.86,162.42,161.53,162.39999,3238147
2020-02-24 09:45:00,IWM,2020-02,162.39,162.53,162.044998,162.46001,1524903
2020-02-24 10:00:00,IWM,2020-02,162.45,162.83,162.38,162.78999,1635935
2020-02-24 10:15:00,IWM,2020-02,162.78999,162.8,162.059998,162.059998,1783021
2020-02-24 10:30:00,IWM,2020-02,162.059998,162.19,161.81,162.16,1506652
2020-02-24 10:45:00,IWM,2020-02,162.16,162.64999,162.059998,162.5,547920
2020-02-24 11:00:00,IWM,2020-02,162.48,162.53,162.0,162.14,511173
2020-02-24 11:15:00,IWM,2020-02,162.14,162.50999,162.089996,162.23,793248
2020-02-24 11:30:00,IWM,2020-02,162.25,162.42,161.92,162.0099945,411210
2020-02-24 11:45:00,IWM,2020-02,162.039993,162.13,161.64999,161.89,665448
2020-02-24 12:00:00,IWM,2020-02,161.87,161.87,161.48,161.57001,423978
2020-02-24 12:15:00,IWM,2020-02,161.53,161.86,161.37,161.67,364839
2020-02-24 12:30:00,IWM,2020-02,161.64,162.11,161.465,162.054993,830956
2020-02-24 12:45:00,IWM,2020-02,162.059998,162.080002,161.44,161.47,605530
2020-02-24 13:00:00,IWM,2020-02,161.46001,161.47,161.13,161.17,379989
2020-02-24 13:15:00,IWM,2020-02,161.1601,161.69,161.095001,161.66499,539105
2020-02-24 13:30:00,IWM,2020-02,161.66,161.905,161.58,161.845,937614
2020-02-24 13:45:00,IWM,2020-02,161.85001,162.089996,161.78,162.020004,956250
2020-02-24 14:00:00,IWM,2020-02,162.011002,162.11,161.63,161.67,740840
2020-02-24 14:15:00,IWM,2020-02,161.64999,162.35001,161.63499,162.2515,359000
2020-02-24 14:30:00,IWM,2020-02,162.27,162.39999,162.16,162.36501,406887
2020-02-24 14:45:00,IWM,2020-02,162.36501,162.80499,162.33,162.66,933236
2020-02-24 15:00:00,IWM,2020-02,162.67,162.89999,162.47,162.485,944327
2020-02-24 15:15:00,IWM,2020-02,162.49001,162.66,162.34,162.39,651648
2020-02-24 15:30:00,IWM,2020-02,162.38,162.52,162.070007,162.12,1185317
2020-02-24 15:45:00,IWM,2020-02,162.12,162.58,161.89,161.96001,2386360
2020-02-25 09:30:00,IWM,2020-02,162.69,162.75,161.22501,161.33,1989105
2020-02-25 09:45:00,IWM,2020-02,161.33,161.47,160.88,161.23,1132303
2020-02-25 10:00:00,IWM,2020-02,161.22,161.45399,160.83,160.96001,632818
2020-02-25 10:15:00,IWM,2020-02,160.9491,160.99001,159.63139,159.8,1897666
2020-02-25 10:30:00,IWM,2020-02,159.799,160.13,159.33,160.10001,1511871
2020-02-25 10:45:00,IWM,2020-02,160.059998,160.11,158.64,159.53999,1331230
2020-02-25 11:00:00,IWM,2020-02,159.53,159.77499,159.070007,159.25,1471503
2020-02-25 11:15:00,IWM,2020-02,159.28,159.28,158.4975,159.25,1865046
2020-02-25 11:30:00,IWM,2020-02,159.25,159.505,158.89999,158.92999,1586731
2020-02-25 11:45:00,IWM,2020-02,158.92909,159.46001,158.89,159.13,1583073
2020-02-25 12:00:00,IWM,2020-02,159.13,159.32001,158.89999,159.070007,651883
2020-02-25 12:15:00,IWM,2020-02,159.050003,159.070007,158.47,158.49001,1874364
2020-02-25 12:30:00,IWM,2020-02,158.49001,158.92999,158.23,158.285,1448292
2020-02-25 12:45:00,IWM,2020-02,158.28,158.28,157.77,157.81,923650
2020-02-25 13:00:00,IWM,2020-02,157.8,158.16,157.39,157.87,2365226
2020-02-25 13:15:00,IWM,2020-02,157.87,157.98,157.33,157.53999,1298352
2020-02-25 13:30:00,IWM,2020-02,157.53909,157.69,157.2475,157.64,863243
2020-02-25 13:45:00,IWM,2020-02,157.64,157.75,157.029999,157.039993,1713672
2020-02-25 14:00:00,IWM,2020-02,157.044998,157.16,156.28,156.96899,2254298
2020-02-25 14:15:00,IWM,2020-02,157.0,157.020004,156.14999,156.14999,1546263
2020-02-25 14:30:00,IWM,2020-02,156.145,156.83501,155.96001,156.83,2384345
2020-02-25 14:45:00,IWM,2020-02,156.83501,157.32001,156.49001,157.13,1838524
2020-02-25 15:00:00,IWM,2020-02,157.13,157.89999,157.039993,157.089996,1302845
2020-02-25 15:15:00,IWM,2020-02,157.059998,157.32001,156.49001,156.89,1441336
2020-02-25 15:30:00,IWM,2020-02,156.89,156.89,156.13921,156.66,1917189
2020-02-25 15:45:00,IWM,2020-02,156.67,157.13,156.28,156.39999,3536237
2020-02-26 09:30:00,IWM,2020-02,157.25999,158.49001,156.83,158.22,3668872
2020-02-26 09:45:00,IWM,2020-02,157.92,158.054993,157.16499,157.25,1377709
2020-02-26 10:00:00,IWM,2020-02,157.22,157.37,156.71001,157.35001,1133368
2020-02-26 10:15:00,IWM,2020-02,157.34,157.66,156.98,157.39,1401312
2020-02-26 10:30:00,IWM,2020-02,157.41,158.1001,157.39999,158.024902,2744524
2020-02-26 10:45:00,IWM,2020-02,158.030899,158.35001,157.77,157.81,1293508
2020-02-26 11:00:00,IWM,2020-02,157.8,157.85001,157.285,157.46001,767178
2020-02-26 11:15:00,IWM,2020-02,157.46001,158.23,157.44,157.993,439212
2020-02-26 11:30:00,IWM,2020-02,157.98,157.98,157.47,157.64999,1030537
2020-02-26 11:45:00,IWM,2020-02,157.64999,157.64999,156.89,156.99001,791629
2020-02-26 12:00:00,IWM,2020-02,157.0,157.080002,155.92999,156.070007,1351902
2020-02-26 12:15:00,IWM,2020-02,156.089096,156.28,155.59,156.050003,1560851
2020-02-26 12:30:00,IWM,2020-02,156.089996,156.58,156.089996,156.2,1019568
2020-02-26 12:45:00,IWM,2020-02,156.21001,156.61,155.91,156.24001,1219147
2020-02-26 13:00:00,IWM,2020-02,156.25,156.47,155.73,155.78,729743
2020-02-26 13:15:00,IWM,2020-02,155.78999,156.14999,155.63,155.97,714204
2020-02-26 13:30:00,IWM,2020-02,155.92,156.020004,154.27,154.27,2455945
2020-02-26 13:45:00,IWM,2020-02,154.28909,155.37,154.25,154.49001,1486570
2020-02-26 14:00:00,IWM,2020-02,154.42999,155.22,154.28,155.21001,972644
2020-02-26 14:15:00,IWM,2020-02,155.2009,155.32001,154.605,154.87,985942
2020-02-26 14:30:00,IWM,2020-02,154.89999,155.2,154.38,154.48,1035800
2020-02-26 14:45:00,IWM,2020-02,154.5,154.87,154.215,154.28,1233742
2020-02-26 15:00:00,IWM,2020-02,154.31,154.95,154.25999,154.795,1123976
2020-02-26 15:15:00,IWM,2020-02,154.78,155.22,154.38,154.59,1042147
2020-02-26 15:30:00,IWM,2020-02,154.58,154.77,154.37,154.69,1277429
2020-02-26 15:45:00,IWM,2020-02,154.685,154.87,154.49001,154.58,4587171
2020-02-27 09:30:00,IWM,2020-02,151.28,151.7,150.14999,150.69,4660449
2020-02-27 09:45:00,IWM,2020-02,150.64,151.25999,149.82001,150.86,2473668
2020-02-27 10:00:00,IWM,2020-02,150.83,151.11,149.94,150.39,1525450
2020-02-27 10:15:00,IWM,2020-02,150.38,150.44,149.49001,149.64999,1520195
2020-02-27 10:30:00,IWM,2020-02,149.62,149.96001,148.815,149.66,1781129
2020-02-27 10:45:00,IWM,2020-02,149.66,151.5556,149.66,151.55,2065550
2020-02-27 11:00:00,IWM,2020-02,151.57001,152.6017,151.46001,152.32001,2237321
2020-02-27 11:15:00,IWM,2020-02,152.34,152.84,151.83501,151.88,1798173
2020-02-27 11:30:00,IWM,2020-02,151.87,152.41,151.60001,151.92,1347472
2020-02-27 11:45:00,IWM,2020-02,151.92,153.070007,151.57001,152.99001,1664022
2020-02-27 12:00:00,IWM,2020-02,152.99001,154.25,152.78999,154.235,3040344
2020-02-27 12:15:00,IWM,2020-02,154.23,154.24001,153.080002,153.83009,2222981
2020-02-27 12:30:00,IWM,2020-02,153.8,155.0099945,153.75,154.53999,1502372
2020-02-27 12:45:00,IWM,2020-02,154.55,154.74001,153.94,153.95,1245488
2020-02-27 13:00:00,IWM,2020-02,153.89999,154.62,153.7,154.58,1051841
2020-02-27 13:15:00,IWM,2020-02,154.58,154.61,153.57001,153.59579,622563
2020-02-27 13:30:00,IWM,2020-02,153.61,153.89999,152.020004,152.22,1523003
2020-02-27 13:45:00,IWM,2020-02,152.25,153.34,152.14,152.31,1124158
2020-02-27 14:00:00,IWM,2020-02,152.28999,152.46001,151.41,151.98,2318045
2020-02-27 14:15:00,IWM,2020-02,151.99001,152.55,151.48,152.44501,1201175
2020-02-27 14:30:00,IWM,2020-02,152.44,152.46001,151.82001,152.41,932382
2020-02-27 14:45:00,IWM,2020-02,152.38499,152.39,151.62,151.71001,744551
2020-02-27 15:00:00,IWM,2020-02,151.69,152.25999,151.27,151.82001,1442878
2020-02-27 15:15:00,IWM,2020-02,151.83,151.98,151.34,151.34,661079
2020-02-27 15:30:00,IWM,2020-02,151.34,151.5,150.64999,150.675,2013106
2020-02-27 15:45:00,IWM,2020-02,150.67,151.089996,148.92,149.070007,5075665
2020-02-28 09:30:00,IWM,2020-02,144.8,147.84,144.5,146.99001,7785420
2020-02-28 09:45:00,IWM,2020-02,146.315,146.71001,144.935,145.13,3263043
2020-02-28 10:00:00,IWM,2020-02,145.13,145.57001,144.27,145.21001,4441999
2020-02-28 10:15:00,IWM,2020-02,145.2,146.19,144.57001,144.63,3369195
2020-02-28 10:30:00,IWM,2020-02,144.53999,145.44,144.33,144.99001,3249665
2020-02-28 10:45:00,IWM,2020-02,144.98,146.19,144.55,145.53,4735647
2020-02-28 11:00:00,IWM,2020-02,145.55,145.81,144.56,145.22,2371877
2020-02-28 11:15:00,IWM,2020-02,145.21001,146.14999,145.12,146.14,1567738
2020-02-28 11:30:00,IWM,2020-02,146.17,147.98,146.029999,147.5,1607344
2020-02-28 11:45:00,IWM,2020-02,147.48,147.48,145.905,146.38,1628102
2020-02-28 12:00:00,IWM,2020-02,146.38,146.67,145.66,145.97,976648
2020-02-28 12:15:00,IWM,2020-02,145.97,146.97,145.62,146.94,932236
2020-02-28 12:30:00,IWM,2020-02,146.96001,147.5,146.66,146.83,1329878
2020-02-28 12:45:00,IWM,2020-02,146.81,147.5,146.28,147.37,1341232
2020-02-28 13:00:00,IWM,2020-02,147.39,147.56,146.31,146.31,934579
2020-02-28 13:15:00,IWM,2020-02,146.3,147.029999,146.13499,146.2,1536029
2020-02-28 13:30:00,IWM,2020-02,146.17999,146.2,145.3,145.35001,1565219
2020-02-28 13:45:00,IWM,2020-02,145.3,145.53,144.81,145.19,2188855
2020-02-28 14:00:00,IWM,2020-02,145.17,145.21001,144.34,144.75999,1883975
2020-02-28 14:15:00,IWM,2020-02,144.72,145.46001,144.57001,144.91389,2346619
2020-02-28 14:30:00,IWM,2020-02,144.91,146.39,144.78999,146.28,3865408
2020-02-28 14:45:00,IWM,2020-02,146.28,146.51981,145.2,145.48,2025413
2020-02-28 15:00:00,IWM,2020-02,145.5312,145.69,144.71001,145.10001,1637422
2020-02-28 15:15:00,IWM,2020-02,145.10001,145.74809,144.25999,144.25999,2817117
2020-02-28 15:30:00,IWM,2020-02,144.24001,145.050003,143.91,143.92,3091610
2020-02-28 15:45:00,IWM,2020-02,143.92,147.32001,143.92,147.21001,5794959
2020-06-01 09:30:00,IWM,2020-06,139.23,139.85001,138.61,139.8111,2264516
2020-06-01 09:45:00,IWM,2020-06,139.78999,140.070007,139.46001,139.56,921990
2020-06-01 10:00:00,IWM,2020-06,139.53999,140.49001,139.46001,140.44,1294246
2020-06-01 10:15:00,IWM,2020-06,140.44,140.8,140.27,140.72,1707215
2020-06-01 10:30:00,IWM,2020-06,140.73,141.21001,140.60001,141.19501,1276162
2020-06-01 10:45:00,IWM,2020-06,141.2,141.2,140.44,140.74001,935894
2020-06-01 11:00:00,IWM,2020-06,140.75,140.8613,139.86,140.28,1392141
2020-06-01 11:15:00,IWM,2020-06,140.28999,140.75,140.235,140.56,818982
2020-06-01 11:30:00,IWM,2020-06,140.53999,140.86,140.52,140.83,842709
2020-06-01 11:45:00,IWM,2020-06,140.82001,140.97,140.71001,140.8783,798174
2020-06-01 12:00:00,IWM,2020-06,140.875,141.068604,140.57001,141.068604,521573
2020-06-01 12:15:00,IWM,2020-06,141.059998,141.085602,140.88,140.89,412325
2020-06-01 12:30:00,IWM,2020-06,140.89999,141.1098,140.89999,140.94501,331104
2020-06-01 12:45:00,IWM,2020-06,140.92999,141.089996,140.88,141.054993,363953
2020-06-01 13:00:00,IWM,2020-06,141.059998,141.28,141.0050049,141.19,516824
2020-06-01 13:15:00,IWM,2020-06,141.2,141.5,141.17,141.42999,511025
2020-06-01 13:30:00,IWM,2020-06,141.42999,141.67,141.34,141.55,511579
2020-06-01 13:45:00,IWM,2020-06,141.55,141.5601,141.28999,141.44,260293
2020-06-01 14:00:00,IWM,2020-06,141.44,141.46001,141.11,141.13499,397390
2020-06-01 14:15:00,IWM,2020-06,141.14999,141.16499,140.66,140.7,623762
2020-06-01 14:30:00,IWM,2020-06,140.685,140.98,140.62,140.98,527460
2020-06-01 14:45:00,IWM,2020-06,140.99001,141.11,140.95,141.039993,352629
2020-06-01 15:00:00,IWM,2020-06,141.089996,141.10001,140.685,140.685,359023
