Date,Adj Close,Close,High,Low,Open,Volume
2015-11-10,10.60319709777832,11.12833309173584,11.153332710266113,10.928333282470703,10.979999542236328,9774000
2015-11-11,10.488859176635742,11.008333206176758,11.204999923706055,11.0,11.199999809265137,13543200
2015-11-12,10.055327415466309,10.553333282470703,10.901666641235352,10.551667213439941,10.816666603088379,18699600
2015-11-13,9.715496063232422,10.196666717529297,10.523332595825195,10.178333282470703,10.478333473205566,25027200
2015-11-16,10.155374526977539,10.658332824707031,10.66333293914795,10.141667366027832,10.16333293914795,20134800
2015-11-17,10.120439529418945,10.62166690826416,10.880000114440918,10.545000076293945,10.726667404174805,31225800
2015-11-18,10.60637378692627,11.131667137145996,11.166666984558105,10.716667175292969,10.731666564941406,22347600
2015-11-19,10.59049129486084,11.114999771118164,11.19333267211914,11.058333396911621,11.116666793823242,13675800
2015-11-20,10.706416130065918,11.236666679382324,11.363332748413086,11.161666870117188,11.263333320617676,12726600
2015-11-23,10.66036319732666,11.188332557678223,11.341667175292969,11.108332633972168,11.248332977294922,8896800
2015-11-24,10.711181640625,11.241666793823242,11.313332557678223,10.923333168029785,11.00333309173584,17761200
2015-11-25,10.698477745056152,11.228333473205566,11.298333168029785,11.183333396911621,11.265000343322754,6378600
2015-11-27,10.728650093078613,11.260000228881836,11.308333396911621,11.15999984741211,11.243332862854004,5517000
2015-11-30,10.60796070098877,11.133333206176758,11.324999809265137,11.108332633972168,11.311667442321777,10020600
2015-12-01,10.908092498779297,11.448332786560059,11.470000267028809,11.199999809265137,11.248332977294922,17682600
2015-12-02,10.561907768249512,11.085000038146973,11.498332977294922,11.045000076293945,11.426667213439941,16200600
2015-12-03,10.122028350830078,10.623332977294922,11.191666603088379,10.491666793823242,11.149999618530273,27195000
2015-12-04,10.714356422424316,11.244999885559082,11.303333282470703,10.676667213439941,10.701666831970215,21777600
2015-12-07,10.51902961730957,11.039999961853027,11.1850004196167,10.856666564941406,11.1850004196167,14157000
2015-12-08,10.30623722076416,10.816666603088379,10.989999771118164,10.630000114440918,10.739999771118164,16993800
2015-12-09,10.071212768554688,10.569999694824219,11.088333129882812,10.376667022705078,10.696666717529297,27967200
2015-12-10,10.12996768951416,10.631667137145996,10.881667137145996,10.533332824707031,10.574999809265137,14751600
2015-12-11,9.53604793548584,10.008333206176758,10.375,9.966667175292969,10.258333206176758,33998400
2015-12-14,9.701205253601074,10.18166732788086,10.188332557678223,9.738332748413086,10.03499984741211,25950600
2015-12-15,9.999748229980469,10.494999885559082,10.65666675567627,10.421667098999023,10.453332901000977,29633400
2015-12-16,10.436456680297852,10.953332901000977,11.008333206176758,10.466667175292969,10.694999694824219,25970400
2015-12-17,9.97275161743164,10.466667175292969,11.028332710266113,10.453332901000977,11.028332710266113,27902400
2015-12-18,9.407419204711914,9.873332977294922,10.333333015441895,9.873332977294922,10.303333282470703,35304600
2015-12-21,9.664677619934082,10.143333435058594,10.166666984558105,9.90666675567627,10.109999656677246,16757400
